title,abstract,SourceUrl,files
2D Inorganic Materials beyond Graphene,,https://www.worldscientific.com/worldscibooks/10.1142/q0078,[]
The 21st Century Guide to Writing Articles in the Biomedical Sciences,,https://www.worldscientific.com/worldscibooks/10.1142/10760,[]
20th Century Physics: Essays and Recollections,,https://www.worldscientific.com/worldscibooks/10.1142/2852,[]
2030 Vision for ASEAN-China Strategic Partnership,,https://www.worldscientific.com/worldscibooks/10.1142/11024,[]
2017 Impact Estimation of Exchange Rate on Foreign Direct Investment Inflows and Annual Update of Competitiveness Analysis for 34 Greater China Economies,,https://www.worldscientific.com/worldscibooks/10.1142/11046,[]
"2017 Annual Indices for Expatriates and Ordinary Residents on Cost of Living, Wages and Purchasing Power for World's Major Cities",,https://www.worldscientific.com/worldscibooks/10.1142/11128,[]
2017 Annual Competitiveness Analysis and Impact of Exchange Rates on Foreign Direct Investment Inflows to Sub-National Economies of India,,https://www.worldscientific.com/worldscibooks/10.1142/11043,[]
2017 Annual Competitiveness Analysis and Impact of Exchange Rates on Foreign Direct Investment Inflows to ASEAN Economies,,https://www.worldscientific.com/worldscibooks/10.1142/11065,[]
"2016 Growth Slowdown Analysis, Ease of Doing Business Index, and Annual Competitiveness Studies of Indonesia's Sub-National Economies",,https://www.worldscientific.com/worldscibooks/10.1142/10621,[]
2016 Growth Slowdown Analysis by Income Thresholds and Annual Update of Competitiveness Analysis for 34 Greater China Economies,,https://www.worldscientific.com/worldscibooks/10.1142/10618,[]
50 Years of Green Revolution,,https://www.worldscientific.com/worldscibooks/10.1142/10279,[]
50 Years of Environment,,https://www.worldscientific.com/worldscibooks/10.1142/9653,[]
50 Years of Engineering in Singapore,,https://www.worldscientific.com/worldscibooks/10.1142/9366,[]
50 Math and Science Games for Leadership,,https://www.worldscientific.com/worldscibooks/10.1142/6456,[]
4D Electron Microscopy,,https://www.worldscientific.com/worldscibooks/10.1142/p641,[]
40 Years of Berezinskii–Kosterlitz–Thouless Theory,,https://www.worldscientific.com/worldscibooks/10.1142/8572,[]
40 Years in Mathematical Physics,,https://www.worldscientific.com/worldscibooks/10.1142/2690,[]
4-Dimensional Painlevé-type Equations,,https://www.worldscientific.com/worldscibooks/10.1142/e060,[]
3D Online Multimedia and Games,,https://www.worldscientific.com/worldscibooks/10.1142/6401,[]
3D Local Structure and Functionality Design of Materials,,https://www.worldscientific.com/worldscibooks/10.1142/11083,[]
The 361 Classical Acupuncture Points,,https://www.worldscientific.com/worldscibooks/10.1142/11307,[]
35 Years of Condensed Matter and Related Physics,,https://www.worldscientific.com/worldscibooks/10.1142/3249,[]
2015 Annual Competitiveness Analysis and Development Strategies for Indonesian Provinces,,https://www.worldscientific.com/worldscibooks/10.1142/10246,[]
"2015 Agricultural Productivity, Decentralisation, and Competitiveness Analysis for Provinces and Regions of Indonesia",,https://www.worldscientific.com/worldscibooks/10.1142/10245,[]
2014 Regional Competitiveness Analysis and a Master Plan on Regional Development Strategies for India,,https://www.worldscientific.com/worldscibooks/10.1142/9557,[]
2014 Provincial and Inaugural Regional Competitiveness Analysis,,https://www.worldscientific.com/worldscibooks/10.1142/9556,[]
"2014 Annual Indices for Expatriates and Ordinary Residents on Cost of Living, Wages and Purchasing Power for World's Major Cities",,https://www.worldscientific.com/worldscibooks/10.1142/9087,[]
2014 Annual Competitiveness Analysis and Development Strategies for Indonesian Provinces,,https://www.worldscientific.com/worldscibooks/10.1142/9822,[]
2011 China's Trade Performance Report,,https://www.worldscientific.com/worldscibooks/10.1142/z003,[]
2005: Past Meets Present in Astronomy and Astrophysics,,https://www.worldscientific.com/worldscibooks/10.1142/6178,[]
2004 New and Renewable Energy Technologies for Sustainable Development,,https://www.worldscientific.com/worldscibooks/10.1142/6364,[]
50 Years of Yang-Mills Theory,,https://www.worldscientific.com/worldscibooks/10.1142/5601,[]
50 Years of Transportation in Singapore,,https://www.worldscientific.com/worldscibooks/10.1142/9477,[]
50 Years of the Chinese Community in Singapore,,https://www.worldscientific.com/worldscibooks/10.1142/9579,[]
50 Years of Technical Education in Singapore,,https://www.worldscientific.com/worldscibooks/10.1142/9688,[]
50 Years of Social Issues in Singapore,,https://www.worldscientific.com/worldscibooks/10.1142/9373,[]
50 Years of Singapore's Productivity Drive,,https://www.worldscientific.com/worldscibooks/10.1142/10065,[]
50 Years of Singapore-Europe Relations,,https://www.worldscientific.com/worldscibooks/10.1142/9584,[]
50 Years of Singapore and the United Nations,,https://www.worldscientific.com/worldscibooks/10.1142/9729,[]
50 Years of Science in Singapore,,https://www.worldscientific.com/worldscibooks/10.1142/10057,[]
50 Years of Quarks,,https://www.worldscientific.com/worldscibooks/10.1142/9249,[]
50 Years of Materials Science in Singapore,,https://www.worldscientific.com/worldscibooks/10.1142/9703,[]
Accelerator Physics,,https://www.worldscientific.com/worldscibooks/10.1142/7660,[]
Accelerator Physics,,https://www.worldscientific.com/worldscibooks/10.1142/5761,[]
Academic Genealogy of Mathematicians,,https://www.worldscientific.com/worldscibooks/10.1142/7420,[]
Abstract Methods in Information Theory,,https://www.worldscientific.com/worldscibooks/10.1142/9954,[]
Abstract Methods in Information Theory,,https://www.worldscientific.com/worldscibooks/10.1142/3978,[]
Abstract Homotopy and Simple Homotopy Theory,,https://www.worldscientific.com/worldscibooks/10.1142/2215,[]
Abstract Duality Pairs in Analysis,,https://www.worldscientific.com/worldscibooks/10.1142/10783,[]
Abstract and Applied Analysis,,https://www.worldscientific.com/worldscibooks/10.1142/5611,[]
Abstract Algebra,,https://www.worldscientific.com/worldscibooks/10.1142/9853,[]
Abrasive Erosion and Corrosion of Hydraulic Machinery,,https://www.worldscientific.com/worldscibooks/10.1142/p272,[]
Abrasive Technology,,https://www.worldscientific.com/worldscibooks/10.1142/4296,[]
About Stars,,https://www.worldscientific.com/worldscibooks/10.1142/q0211,[]
Aberration-Corrected Imaging in Transmission Electron Microscopy,,https://www.worldscientific.com/worldscibooks/10.1142/p960,[]
Aberration-Corrected Imaging in Transmission Electron Microscopy,,https://www.worldscientific.com/worldscibooks/10.1142/p703,[]
Acoustic Sensing and Probing,,https://www.worldscientific.com/worldscibooks/10.1142/1608,[]
Acoustic Interactions with Submerged Elastic Structures,,https://www.worldscientific.com/worldscibooks/10.1142/4390,[]
Achieving Sustainable Communities in a Global Economy,,https://www.worldscientific.com/worldscibooks/10.1142/5511,[]
Achieving Financial Stability,,https://www.worldscientific.com/worldscibooks/10.1142/10529,[]
Accretion,,https://www.worldscientific.com/worldscibooks/10.1142/0985,[]
Accounting/Finance Lessons of Enron,,https://www.worldscientific.com/worldscibooks/10.1142/6706,[]
