title,abstract,SourceUrl,files
43 Visions for Complexity,,https://www.worldscientific.com/worldscibooks/10.1142/10360,[]
4-Dimensional Painlevé-type Equations,,https://www.worldscientific.com/worldscibooks/10.1142/e060,[]
3D Printing and Additive Manufacturing,,https://www.worldscientific.com/worldscibooks/10.1142/10200,[]
3D Printing and Additive Manufacturing,,https://www.worldscientific.com/worldscibooks/10.1142/9008,[]
The 361 Classical Acupuncture Points,,https://www.worldscientific.com/worldscibooks/10.1142/11307,[]
3D Local Structure and Functionality Design of Materials,,https://www.worldscientific.com/worldscibooks/10.1142/11083,[]
35 Years of Condensed Matter and Related Physics,,https://www.worldscientific.com/worldscibooks/10.1142/3249,[]
320 Single Best Answer Questions for Final Year Medical Students,,https://www.worldscientific.com/worldscibooks/10.1142/10188,[]
ABC of Physics,,https://www.worldscientific.com/worldscibooks/10.1142/8422,[]
A-Level Chemistry's Best Kept Secrets!,,https://www.worldscientific.com/worldscibooks/10.1142/10451,[]
60 Years of Yang–Mills Gauge Field Theories,,https://www.worldscientific.com/worldscibooks/10.1142/9829,[]
The 50th Anniversary of Gröbner Bases,,https://www.worldscientific.com/worldscibooks/10.1142/e058,[]
50 Years of Urban Planning in Singapore,,https://www.worldscientific.com/worldscibooks/10.1142/9501,[]
2016 Annual Competitiveness and Growth Slowdown Analysis for Sub-National Economies of India,,https://www.worldscientific.com/worldscibooks/10.1142/10619,[]
2016 Annual Competitiveness Analysis and Development Strategies for Indonesian Provinces,,https://www.worldscientific.com/worldscibooks/10.1142/10622,[]
2016 Annual Competitiveness Analysis and Growth Slowdown Analysis for ASEAN-10,,https://www.worldscientific.com/worldscibooks/10.1142/10617,[]
2015 Estimation of Agricultural Productivity and Annual Update of Competitiveness Analysis for Greater China,,https://www.worldscientific.com/worldscibooks/10.1142/10244,[]
"2015 Annual Competitiveness Analysis, Agricultural Productivity and Development Vision for ASEAN-10",,https://www.worldscientific.com/worldscibooks/10.1142/10219,[]
2015 Annual Competitiveness Analysis and Development Strategies for Indonesian Provinces,,https://www.worldscientific.com/worldscibooks/10.1142/10246,[]
2015 Agricultural Total Factor Productivity and Competitiveness Analysis for States and Federal Territories and Five Regions of India,,https://www.worldscientific.com/worldscibooks/10.1142/10231,[]
"2015 Agricultural Productivity, Decentralisation, and Competitiveness Analysis for Provinces and Regions of Indonesia",,https://www.worldscientific.com/worldscibooks/10.1142/10245,[]
2014 Provincial and Inaugural Regional Competitiveness Analysis,,https://www.worldscientific.com/worldscibooks/10.1142/9556,[]
2014 Annual Provincial and Regional Competitiveness Analysis for Greater China Economies,,https://www.worldscientific.com/worldscibooks/10.1142/9814,[]
2014 Annual Competitiveness Ranking and Simulation Study for ASEAN-10 and Development Strategies to Enhance Asia Economic Connectivity,,https://www.worldscientific.com/worldscibooks/10.1142/10004,[]
2014 Annual Competitiveness Analysis and Development Strategies for Indonesian Provinces,,https://www.worldscientific.com/worldscibooks/10.1142/9822,[]
"2008年""校长论坛""文集",,https://www.worldscientific.com/worldscibooks/10.1142/g220,[]
2001: A Spacetime Odyssey,,https://www.worldscientific.com/worldscibooks/10.1142/4860,[]
50 Years of Transportation in Singapore,,https://www.worldscientific.com/worldscibooks/10.1142/9477,[]
50 Years of the Chinese Community in Singapore,,https://www.worldscientific.com/worldscibooks/10.1142/9579,[]
50 Years of Social Issues in Singapore,,https://www.worldscientific.com/worldscibooks/10.1142/9373,[]
50 Years of Singapore-Europe Relations,,https://www.worldscientific.com/worldscibooks/10.1142/9584,[]
50 Years of Quarks,,https://www.worldscientific.com/worldscibooks/10.1142/9249,[]
50 Years of Materials Science in Singapore,,https://www.worldscientific.com/worldscibooks/10.1142/9703,[]
Accelerator Physics,,https://www.worldscientific.com/worldscibooks/10.1142/8335,[]
Accelerator Physics,,https://www.worldscientific.com/worldscibooks/10.1142/11111,[]
Accelerator Physics,,https://www.worldscientific.com/worldscibooks/10.1142/7660,[]
Academic Genealogy of Mathematicians,,https://www.worldscientific.com/worldscibooks/10.1142/7420,[]
